Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number,Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code,Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
2025-02-27 18:12:00,27622.61,Peter Parker,378734493671000,Costco,5599,15005,NZD,Diners Club,09/34,929,200,TXN165035,0,21,Online,192.168.1.1,MacOS,user5678,High-value transaction
2025-09-22 04:47:33,9421.55,Tony Stark,5555555555555555,Walmart,5722,20002,NZD,Visa,08/33,988,202,TXN743950,1,42,Online,8.8.8.8,Windows Phone,user1234,International transaction
2025-05-21 00:49:32,13342.97,Wanda Maximoff,3566002020360507,Lowes,5542,60006,EUR,Maestro,01/38,724,404,TXN449334,0,10,EFT,8.8.4.4,iPad,user1516,ATM withdrawal
2025-08-31 02:02:45,41645.45,Tony Stark,5555555555555555,Merchant C,5411,90009,USD,UnionPay,08/33,988,202,TXN294424,0,41,Online,192.168.1.1,Linux,user1234,International transaction
2025-04-03 17:29:35,48647.07,Bruce Wayne,5500000000000004,Home Depot,5977,12002,CAD,Visa,07/32,760,200,TXN180964,1,7,Mobile,192.168.1.1,Android,testuser,Online shopping
2025-02-26 09:47:28,10362.18,Bob Brown,6011111111111117,Merchant C,5812,30003,CAD,UnionPay,03/28,442,200,TXN395505,0,31,EFT,208.67.222.222,iPad,user101,In-store purchase
2025-08-18 05:18:59,18819.55,Wanda Maximoff,3566002020360507,Amazon,5411,20002,AUD,Interac,01/38,724,200,TXN910396,0,20,EFT,208.67.222.222,MacOS,user1516,Online shopping
2025-04-23 14:38:19,27130.5,Jane Smith,5555555555554444,Target,5411,10001,CAD,Interac,01/26,289,202,TXN107543,0,43,Online,208.67.220.220,MacOS,user456,In-store purchase
2025-07-21 12:44:01,46332.36,Bob Brown,6011111111111117,Merchant C,5977,11001,JPY,Discover,03/28,442,200,TXN779979,0,8,EFT,1.1.1.1,BlackBerry,user101,Regular purchase
2025-11-09 02:39:51,17135.82,John Doe,4111111111111111,Lowes,5542,100010,EUR,Discover,12/25,994,200,TXN792357,0,8,Online,210.2.4.8,Chrome OS,user123,High-value transaction
2025-01-11 23:49:56,7710.29,Jane Smith,5555555555554444,Costco,5812,30003,CHF,Diners Club,01/26,289,404,TXN789076,1,14,POS,210.2.4.8,BlackBerry,user456,ATM withdrawal
2025-02-20 06:02:22,33016.46,Carol Danvers,3566002020360506,Merchant B,5722,11001,INR,Visa Electron,12/37,715,400,TXN957615,1,34,EFT,208.67.220.220,Windows,user1314,Regular purchase
2025-11-25 13:34:35,42612.73,Alice Johnson,378282246310005,Walmart,5704,60006,USD,Interac,02/27,284,202,TXN186211,1,47,POS,208.67.222.222,iPad,user789,Bill payment
2025-04-05 09:27:58,1733.92,John Doe,4111111111111111,Target,5704,20002,INR,Visa,12/25,994,200,TXN200172,1,44,Online,8.8.4.4,iPad,user123,Online shopping
2025-09-11 19:49:45,40626.24,Carol Danvers,3566002020360506,Merchant C,5967,15005,CAD,MasterCard,12/37,715,404,TXN625495,1,3,Online,1.1.1.1,iPhone,user1314,Routine transaction
2025-01-01 23:37:42,38025.98,Peter Parker,378734493671000,Home Depot,5813,13003,USD,Maestro,09/34,929,400,TXN201524,0,30,Mobile,172.16.0.1,Android,user5678,Suspicious activity
2025-04-22 16:26:00,43524.99,Peter Parker,378734493671000,Kroger,5411,12002,NZD,Diners Club,09/34,929,200,TXN580956,1,4,EFT,8.8.8.8,MacOS,user5678,Suspicious activity
2025-06-20 21:07:47,4127.52,Clark Kent,4222200027927082,Kroger,5722,40004,AUD,Diners Club,06/31,927,202,TXN445156,1,40,POS,10.0.0.1,Chrome OS,guest,ATM withdrawal
2025-03-26 16:52:42,10820.63,Peter Parker,378734493671000,Walmart,5704,10001,CAD,Interac,09/34,929,200,TXN472502,0,43,Mobile,10.0.0.1,iPad,user5678,Regular purchase
2025-12-21 17:39:01,6799.7,Scott Lang,3566002020360508,Target,5549,12002,GBP,Discover,02/39,214,200,TXN595402,0,2,POS,172.16.0.1,MacOS,user1718,High-value transaction
2025-07-26 02:15:47,23384.15,Clark Kent,4222200027927082,Best Buy,5977,60006,CHF,Discover,06/31,927,400,TXN506076,1,14,ATM,192.168.1.1,Android,guest,Routine transaction
2025-02-04 16:34:17,27565.17,Scott Lang,3566002020360508,Merchant D,5542,20002,CHF,Interac,02/39,214,202,TXN144141,1,6,ATM,10.0.0.1,iPhone,user1718,In-store purchase
2025-06-11 02:39:56,1313.48,Carol Danvers,3566002020360506,Merchant A,5967,15005,CNY,Visa,12/37,715,400,TXN482635,0,50,Online,192.168.1.1,MacOS,user1314,High-value transaction
2025-06-11 05:11:56,43996.93,Natasha Romanoff,6011000990139424,Lowes,5722,11001,AUD,Diners Club,10/35,921,200,TXN570704,1,43,Mobile,208.67.222.222,Android,user9101,Bill payment
2025-01-10 06:58:05,23396.34,Scott Lang,3566002020360508,CVS,5542,11001,USD,UnionPay,02/39,214,400,TXN211355,0,45,EFT,1.2.4.8,Windows,user1718,Routine transaction
2025-04-05 12:28:38,32420.01,Jane Smith,5555555555554444,Home Depot,5411,40004,INR,Maestro,01/26,289,400,TXN138128,0,29,POS,1.2.4.8,iPad,user456,Regular purchase
2025-10-11 23:57:03,39833.21,Diana Prince,4012888888881881,Merchant B,5549,13003,INR,Visa,05/30,585,200,TXN815393,0,26,Online,10.0.0.1,MacOS,admin,Subscription payment
2025-09-19 20:56:10,26094.37,Stephen Strange,3566002020360505,Kroger,5704,15005,AUD,Diners Club,11/36,280,404,TXN413399,0,18,ATM,8.8.8.8,BlackBerry,user1112,ATM withdrawal
2025-05-14 00:10:33,28394.05,Wanda Maximoff,3566002020360507,Walgreens,4111,100010,CAD,Visa Electron,01/38,724,404,TXN460974,1,50,POS,1.1.1.1,Windows Phone,user1516,In-store purchase
2025-09-09 16:45:05,19171.65,Natasha Romanoff,6011000990139424,Costco,5967,14004,GBP,Visa,10/35,921,202,TXN760247,1,31,Online,192.168.1.1,Android,user9101,Bill payment
2025-10-20 07:27:38,27024.53,Bruce Wayne,5500000000000004,Kroger,5549,20002,NZD,UnionPay,07/32,760,200,TXN678482,1,14,Mobile,1.2.4.8,Linux,testuser,Routine transaction
2025-07-30 03:41:11,21264.03,Peter Parker,378734493671000,Walgreens,7011,12002,NZD,Discover,09/34,929,202,TXN563415,1,23,Online,208.67.222.222,MacOS,user5678,Routine transaction
2025-09-17 23:14:11,15522.78,Scott Lang,3566002020360508,Target,5541,15005,CHF,Interac,02/39,214,200,TXN224239,0,36,POS,8.8.4.4,Windows Phone,user1718,High-value transaction
2025-05-13 11:28:20,23470.87,John Doe,4111111111111111,Costco,5411,70007,NZD,Visa,12/25,994,400,TXN212806,1,15,ATM,8.8.4.4,Windows Phone,user123,Regular purchase
2025-10-17 16:23:51,15958.0,Clark Kent,4222200027927082,Merchant B,5599,100010,JPY,Visa Electron,06/31,927,200,TXN399203,1,15,POS,10.0.0.1,BlackBerry,guest,Regular purchase
2025-03-19 01:00:00,8489.57,Bruce Wayne,5500000000000004,Merchant D,5812,90009,CAD,Interac,07/32,760,404,TXN914327,1,41,ATM,208.67.222.222,Fire OS,testuser,In-store purchase
2025-09-27 23:09:04,5183.9,Clark Kent,4222200027927082,Kroger,7011,70007,JPY,Visa,06/31,927,400,TXN139133,0,30,Mobile,10.0.0.1,iPhone,guest,Routine transaction
2025-12-05 18:58:09,38257.75,Stephen Strange,3566002020360505,CVS,5722,100010,EUR,Maestro,11/36,280,400,TXN725203,0,4,POS,8.8.4.4,MacOS,user1112,Regular purchase
2025-02-24 00:51:35,34801.68,Wanda Maximoff,3566002020360507,Walgreens,4111,11001,CAD,Visa,01/38,724,404,TXN457873,1,48,ATM,8.8.8.8,MacOS,user1516,In-store purchase
2025-03-08 11:51:26,15707.34,Clark Kent,4222200027927082,Amazon,5541,30003,NZD,UnionPay,06/31,927,404,TXN853712,0,46,Mobile,1.1.1.1,Fire OS,guest,ATM withdrawal
2025-11-26 01:05:17,26584.26,Charlie Davis,371449635398431,Best Buy,5704,15005,INR,Interac,04/29,414,200,TXN910551,0,49,EFT,1.1.1.1,Windows Phone,user202,Online shopping
2025-08-17 17:06:09,12502.27,Stephen Strange,3566002020360505,Costco,5967,50005,JPY,Discover,11/36,280,202,TXN377817,1,1,EFT,208.67.222.222,Fire OS,user1112,Regular purchase
2025-08-11 08:50:24,49644.6,Bob Brown,6011111111111117,CVS,5541,14004,USD,MasterCard,03/28,442,404,TXN416449,0,29,ATM,172.16.0.1,MacOS,user101,Regular purchase
2025-01-08 00:49:33,21536.28,Scott Lang,3566002020360508,Costco,5813,100010,CHF,Diners Club,02/39,214,200,TXN961105,0,14,ATM,210.2.4.8,Linux,user1718,ATM withdrawal
2025-04-08 07:00:53,43652.21,John Doe,4111111111111111,CVS,5814,11001,CNY,Discover,12/25,994,400,TXN577890,0,22,Online,210.2.4.8,iPad,user123,High-value transaction
2025-11-23 10:27:00,45208.76,John Doe,4111111111111111,Merchant B,5999,100010,CAD,Amex,12/25,994,200,TXN622311,1,34,Mobile,8.8.4.4,Chrome OS,user123,In-store purchase
2025-01-31 00:24:32,38940.73,Scott Lang,3566002020360508,Merchant A,5812,90009,CHF,Amex,02/39,214,400,TXN786915,0,45,EFT,192.168.1.1,Linux,user1718,Regular purchase
2025-03-31 20:41:27,20896.11,Carol Danvers,3566002020360506,Merchant A,4111,50005,CNY,Visa Electron,12/37,715,202,TXN368994,1,46,EFT,8.8.8.8,Fire OS,user1314,In-store purchase
2025-03-02 14:08:13,25339.16,Jane Smith,5555555555554444,Amazon,5813,90009,AUD,Visa,01/26,289,202,TXN270647,0,28,EFT,10.0.0.1,iPhone,user456,Routine transaction
2025-04-17 05:55:18,27510.02,Alice Johnson,378282246310005,Merchant C,7011,10001,EUR,Visa Electron,02/27,284,404,TXN431535,1,4,ATM,172.16.0.1,iPhone,user789,ATM withdrawal
2025-09-28 09:35:09,37864.72,Stephen Strange,3566002020360505,Target,5812,40004,NZD,Maestro,11/36,280,404,TXN346732,0,40,Online,172.16.0.1,iPad,user1112,ATM withdrawal
2025-05-30 10:37:35,31016.58,Bruce Wayne,5500000000000004,Walmart,5599,13003,INR,Maestro,07/32,760,200,TXN769025,1,8,Online,210.2.4.8,Android,testuser,Suspicious activity
2025-07-21 21:11:27,1071.5,Clark Kent,4222200027927082,Merchant A,5411,13003,USD,Discover,06/31,927,404,TXN703863,1,40,Mobile,1.2.4.8,Fire OS,guest,Suspicious activity
2025-02-22 19:28:57,45139.36,Scott Lang,3566002020360508,Amazon,5813,14004,CHF,Interac,02/39,214,404,TXN377880,0,47,EFT,1.1.1.1,MacOS,user1718,Bill payment
2025-06-29 02:18:04,25313.86,Charlie Davis,371449635398431,Merchant A,4111,30003,CAD,JCB,04/29,414,404,TXN856783,1,50,Online,208.67.222.222,Fire OS,user202,Subscription payment
2025-01-19 10:19:48,11898.13,Alice Johnson,378282246310005,Target,4111,60006,CAD,Discover,02/27,284,400,TXN755051,0,25,Online,8.8.8.8,BlackBerry,user789,High-value transaction
2025-03-31 13:23:19,5176.03,Bruce Wayne,5500000000000004,Merchant D,5542,50005,INR,Maestro,07/32,760,200,TXN241388,0,18,POS,208.67.220.220,iPhone,testuser,In-store purchase
2025-04-07 15:02:50,43795.03,Stephen Strange,3566002020360505,Merchant A,5977,80008,CAD,Diners Club,11/36,280,202,TXN494219,0,3,EFT,172.16.0.1,MacOS,user1112,High-value transaction
2025-12-30 13:55:29,33928.72,Diana Prince,4012888888881881,Best Buy,5967,30003,AUD,Visa,05/30,585,400,TXN758617,0,9,Online,192.168.1.1,Windows Phone,admin,ATM withdrawal
2025-05-23 15:25:42,31647.99,Bruce Wayne,5500000000000004,Target,5541,70007,CAD,Discover,07/32,760,400,TXN948946,1,41,Online,172.16.0.1,Linux,testuser,Regular purchase
2025-08-01 16:36:29,14840.52,Wanda Maximoff,3566002020360507,Amazon,5967,60006,JPY,Amex,01/38,724,202,TXN402031,1,6,Online,210.2.4.8,MacOS,user1516,Bill payment
2025-12-31 12:58:05,32023.69,Carol Danvers,3566002020360506,Best Buy,5967,13003,USD,Amex,12/37,715,200,TXN673255,0,39,POS,208.67.220.220,Linux,user1314,Regular purchase
2025-07-01 01:01:54,10190.79,Stephen Strange,3566002020360505,Home Depot,5549,100010,CNY,MasterCard,11/36,280,404,TXN564935,1,0,EFT,1.2.4.8,iPad,user1112,In-store purchase
2025-09-27 13:19:34,23708.12,Clark Kent,4222200027927082,Lowes,4111,20002,EUR,MasterCard,06/31,927,200,TXN542913,0,4,POS,10.0.0.1,Windows Phone,guest,Routine transaction
2025-09-16 19:33:54,33982.06,Stephen Strange,3566002020360505,Merchant D,5549,10001,JPY,Maestro,11/36,280,200,TXN200703,1,9,ATM,172.16.0.1,Windows,user1112,Regular purchase
2025-11-08 06:56:38,31156.6,Diana Prince,4012888888881881,Target,5542,10001,USD,Amex,05/30,585,404,TXN661606,1,31,Mobile,210.2.4.8,BlackBerry,admin,International transaction
2025-03-20 17:50:05,1405.76,Tony Stark,5555555555555555,Merchant E,5542,80008,NZD,UnionPay,08/33,988,404,TXN658189,0,37,EFT,172.16.0.1,Android,user1234,ATM withdrawal
2025-01-16 03:41:32,26429.73,Tony Stark,5555555555555555,Walmart,5977,40004,INR,Interac,08/33,988,202,TXN814232,0,11,ATM,1.1.1.1,iPad,user1234,High-value transaction
2025-05-07 12:05:57,17302.78,Carol Danvers,3566002020360506,Walmart,5999,80008,USD,Visa Electron,12/37,715,400,TXN921945,0,3,Online,208.67.222.222,Linux,user1314,High-value transaction
2025-04-19 04:38:48,47008.73,Bob Brown,6011111111111117,Walgreens,5411,12002,EUR,JCB,03/28,442,404,TXN384568,0,45,EFT,192.168.1.1,Chrome OS,user101,ATM withdrawal
2025-03-19 14:27:55,1352.13,Bob Brown,6011111111111117,Merchant A,5599,10001,CAD,Amex,03/28,442,202,TXN121875,1,32,Mobile,172.16.0.1,iPad,user101,Regular purchase
2025-08-27 11:50:58,10442.52,Bruce Wayne,5500000000000004,Costco,5541,14004,CHF,Amex,07/32,760,404,TXN228252,1,22,Mobile,1.1.1.1,Chrome OS,testuser,Routine transaction
2025-08-30 05:56:47,21819.16,Charlie Davis,371449635398431,Home Depot,5722,20002,CHF,Discover,04/29,414,202,TXN210466,1,16,POS,172.16.0.1,iPad,user202,High-value transaction
2025-10-03 09:44:35,39059.1,Carol Danvers,3566002020360506,Best Buy,5814,11001,CHF,Discover,12/37,715,400,TXN238911,0,35,Mobile,8.8.8.8,Chrome OS,user1314,Subscription payment
2025-04-20 07:12:24,49352.01,Jane Smith,5555555555554444,Merchant C,5813,80008,CAD,JCB,01/26,289,400,TXN835813,0,7,POS,192.168.1.1,BlackBerry,user456,In-store purchase
2025-08-27 00:26:13,30555.21,Natasha Romanoff,6011000990139424,Target,5599,15005,CAD,MasterCard,10/35,921,202,TXN588455,1,28,Online,8.8.4.4,Fire OS,user9101,Routine transaction
2025-08-24 12:58:02,31000.3,Peter Parker,378734493671000,Merchant C,4111,12002,GBP,Diners Club,09/34,929,400,TXN332046,0,13,POS,8.8.4.4,Windows Phone,user5678,Regular purchase
2025-06-23 07:34:51,2023.76,Wanda Maximoff,3566002020360507,Lowes,5542,13003,AUD,Amex,01/38,724,400,TXN922356,0,50,ATM,1.1.1.1,BlackBerry,user1516,Routine transaction
2025-05-15 05:42:30,43827.27,Jane Smith,5555555555554444,Merchant B,5549,50005,NZD,JCB,01/26,289,400,TXN621765,0,9,Mobile,10.0.0.1,Android,user456,Regular purchase
2025-02-01 18:09:09,27923.21,Scott Lang,3566002020360508,CVS,5542,10001,INR,Diners Club,02/39,214,202,TXN397754,0,45,Online,1.1.1.1,Chrome OS,user1718,ATM withdrawal
2025-05-22 16:44:33,18025.86,Stephen Strange,3566002020360505,Merchant D,4111,13003,EUR,Diners Club,11/36,280,202,TXN786044,0,12,EFT,8.8.4.4,Chrome OS,user1112,Bill payment
2025-02-18 20:01:11,23527.23,Jane Smith,5555555555554444,Lowes,5814,90009,GBP,Interac,01/26,289,400,TXN452950,0,7,Mobile,10.0.0.1,iPhone,user456,Online shopping
2025-07-13 23:31:15,40698.77,Tony Stark,5555555555555555,Merchant E,4111,13003,CAD,Amex,08/33,988,404,TXN184065,0,16,ATM,1.2.4.8,Fire OS,user1234,Routine transaction
2025-07-08 09:51:21,15024.83,Alice Johnson,378282246310005,Costco,5542,70007,NZD,Amex,02/27,284,200,TXN957880,0,28,Online,8.8.4.4,Chrome OS,user789,High-value transaction
2025-02-10 00:16:08,33832.96,Bob Brown,6011111111111117,Lowes,5704,50005,AUD,MasterCard,03/28,442,400,TXN179243,1,32,Mobile,172.16.0.1,Linux,user101,Online shopping
2025-06-21 20:41:24,5186.42,Clark Kent,4222200027927082,Kroger,5977,90009,AUD,MasterCard,06/31,927,200,TXN460558,0,7,EFT,210.2.4.8,Chrome OS,guest,High-value transaction
2025-02-02 20:42:24,16127.36,John Doe,4111111111111111,CVS,5542,30003,NZD,Diners Club,12/25,994,202,TXN503502,0,15,Mobile,1.2.4.8,MacOS,user123,Bill payment
2025-09-25 21:48:48,19737.2,Scott Lang,3566002020360508,Costco,7011,13003,AUD,Visa Electron,02/39,214,400,TXN489304,0,5,EFT,210.2.4.8,Windows,user1718,International transaction
2025-05-01 08:57:35,44984.42,Bob Brown,6011111111111117,Merchant B,5549,40004,NZD,Maestro,03/28,442,202,TXN202309,1,16,ATM,8.8.4.4,Windows,user101,High-value transaction
2025-12-12 21:30:25,10920.41,John Doe,4111111111111111,Best Buy,5599,15005,CAD,MasterCard,12/25,994,400,TXN677848,0,17,POS,1.1.1.1,iPad,user123,High-value transaction
2025-08-26 03:53:18,17360.95,Tony Stark,5555555555555555,Home Depot,5704,50005,CAD,Interac,08/33,988,404,TXN922453,1,43,ATM,1.2.4.8,Linux,user1234,ATM withdrawal
2025-01-09 01:04:20,48631.72,Carol Danvers,3566002020360506,Costco,5599,14004,CNY,MasterCard,12/37,715,400,TXN679865,0,0,Mobile,208.67.220.220,iPhone,user1314,International transaction
2025-11-06 11:55:58,29428.61,Alice Johnson,378282246310005,Lowes,4111,15005,CAD,JCB,02/27,284,404,TXN196588,1,4,Online,172.16.0.1,MacOS,user789,High-value transaction
2025-06-23 12:08:06,14489.57,Scott Lang,3566002020360508,Home Depot,7011,13003,INR,UnionPay,02/39,214,200,TXN767085,1,48,Mobile,1.2.4.8,Chrome OS,user1718,Online shopping
2025-07-08 08:17:27,24127.98,Diana Prince,4012888888881881,CVS,5541,70007,JPY,MasterCard,05/30,585,404,TXN263835,1,42,ATM,8.8.4.4,Windows,admin,ATM withdrawal
2025-03-02 14:34:18,43053.69,Wanda Maximoff,3566002020360507,Walgreens,5542,50005,CNY,Visa,01/38,724,200,TXN327919,0,34,ATM,1.2.4.8,BlackBerry,user1516,Online shopping
2025-03-06 06:30:52,39278.7,Charlie Davis,371449635398431,Merchant D,5704,70007,NZD,Discover,04/29,414,200,TXN475327,0,23,EFT,8.8.8.8,Fire OS,user202,Routine transaction
2025-05-10 15:40:08,26035.0,Alice Johnson,378282246310005,CVS,5542,20002,AUD,Maestro,02/27,284,202,TXN573312,0,19,POS,208.67.222.222,Android,user789,Subscription payment
2025-03-21 06:53:51,24855.86,Stephen Strange,3566002020360505,Walmart,4111,20002,CHF,UnionPay,11/36,280,200,TXN184005,1,25,Online,10.0.0.1,Windows,user1112,ATM withdrawal
2025-06-29 04:46:45,36755.31,Peter Parker,378734493671000,Walmart,5599,11001,INR,Diners Club,09/34,929,404,TXN453729,0,35,Mobile,210.2.4.8,Chrome OS,user5678,Regular purchase
2025-04-20 22:59:23,38183.02,Scott Lang,3566002020360508,Lowes,7011,100010,GBP,MasterCard,02/39,214,400,TXN706770,1,12,Mobile,172.16.0.1,Android,user1718,Suspicious activity
2025-10-05 23:03:53,19347.86,Bruce Wayne,5500000000000004,Walmart,5411,15005,JPY,Amex,07/32,760,400,TXN684942,0,32,EFT,208.67.220.220,MacOS,testuser,Bill payment
2025-08-02 20:24:19,19879.83,Alice Johnson,378282246310005,Merchant C,5814,60006,JPY,MasterCard,02/27,284,404,TXN416274,0,44,Online,1.1.1.1,iPad,user789,Suspicious activity
2025-11-14 14:34:19,3534.26,John Doe,4111111111111111,Merchant C,5722,11001,JPY,JCB,12/25,994,202,TXN171796,0,1,EFT,8.8.4.4,Windows,user123,High-value transaction
2025-05-18 15:40:26,22704.06,Peter Parker,378734493671000,Best Buy,5722,60006,AUD,Diners Club,09/34,929,200,TXN305289,1,15,Mobile,1.1.1.1,iPad,user5678,Online shopping
2025-09-03 21:25:19,225.66,Bob Brown,6011111111111117,Kroger,5541,70007,CAD,JCB,03/28,442,200,TXN299836,0,32,POS,8.8.8.8,iPhone,user101,High-value transaction
2025-02-03 02:18:17,6397.19,Scott Lang,3566002020360508,CVS,5999,100010,EUR,Amex,02/39,214,404,TXN210129,0,42,Online,8.8.4.4,Windows,user1718,Regular purchase
2025-05-04 23:24:17,13134.06,Natasha Romanoff,6011000990139424,Merchant E,5977,11001,NZD,JCB,10/35,921,400,TXN723160,0,17,POS,8.8.8.8,Android,user9101,Bill payment
2025-08-16 14:19:14,15907.44,Alice Johnson,378282246310005,Home Depot,5812,90009,AUD,MasterCard,02/27,284,404,TXN534687,0,22,POS,208.67.222.222,BlackBerry,user789,Suspicious activity
2025-11-17 00:39:50,36735.42,Bob Brown,6011111111111117,Merchant B,5814,60006,AUD,Discover,03/28,442,200,TXN125915,0,7,Online,210.2.4.8,Windows Phone,user101,Bill payment
2025-01-12 10:01:19,27249.13,Tony Stark,5555555555555555,Walgreens,7011,20002,AUD,Maestro,08/33,988,200,TXN307773,1,24,Mobile,1.1.1.1,Linux,user1234,Suspicious activity
2025-07-30 11:33:25,7011.31,Stephen Strange,3566002020360505,Lowes,4111,90009,CAD,Maestro,11/36,280,404,TXN876198,1,33,POS,1.1.1.1,iPad,user1112,High-value transaction
2025-07-17 17:14:53,1925.08,Clark Kent,4222200027927082,Walgreens,5704,20002,JPY,Diners Club,06/31,927,200,TXN421144,1,2,ATM,192.168.1.1,BlackBerry,guest,Subscription payment
2025-10-03 02:46:08,22313.16,Bruce Wayne,5500000000000004,Best Buy,5999,20002,EUR,MasterCard,07/32,760,202,TXN243544,0,23,EFT,172.16.0.1,Windows,testuser,In-store purchase
2025-03-19 21:09:00,47022.72,Charlie Davis,371449635398431,Kroger,5411,30003,NZD,Diners Club,04/29,414,202,TXN693223,0,38,POS,8.8.4.4,Windows Phone,user202,Online shopping
2025-12-12 02:44:14,19950.79,Clark Kent,4222200027927082,Merchant E,5599,12002,GBP,Discover,06/31,927,400,TXN504536,1,44,ATM,10.0.0.1,iPhone,guest,Suspicious activity
2025-06-22 07:22:39,7675.87,Charlie Davis,371449635398431,Lowes,5813,40004,NZD,Diners Club,04/29,414,202,TXN216120,1,15,Mobile,208.67.222.222,BlackBerry,user202,Subscription payment
2025-05-31 08:32:41,42544.35,Bob Brown,6011111111111117,Walgreens,5813,20002,NZD,JCB,03/28,442,202,TXN431739,0,33,ATM,1.1.1.1,MacOS,user101,Bill payment
2025-11-06 03:37:41,40047.13,Alice Johnson,378282246310005,Home Depot,5541,70007,GBP,Discover,02/27,284,400,TXN704873,0,34,Mobile,172.16.0.1,Fire OS,user789,Routine transaction
2025-12-18 17:10:05,48542.53,Wanda Maximoff,3566002020360507,Merchant E,5812,30003,JPY,Amex,01/38,724,400,TXN638019,0,2,EFT,8.8.8.8,iPhone,user1516,ATM withdrawal
2025-04-30 12:58:54,35306.11,Clark Kent,4222200027927082,CVS,4111,15005,JPY,Visa Electron,06/31,927,202,TXN338830,1,22,Online,1.1.1.1,MacOS,guest,Online shopping
2025-09-16 07:17:51,9493.36,John Doe,4111111111111111,CVS,5813,40004,JPY,Discover,12/25,994,200,TXN481358,0,4,Mobile,210.2.4.8,Windows,user123,Regular purchase
2025-05-17 13:48:48,41152.35,Alice Johnson,378282246310005,Costco,5599,60006,CAD,Visa Electron,02/27,284,400,TXN285943,0,36,POS,10.0.0.1,iPhone,user789,In-store purchase
2025-12-21 03:04:03,2841.95,Jane Smith,5555555555554444,Amazon,5704,15005,EUR,UnionPay,01/26,289,200,TXN405317,1,3,Online,8.8.4.4,Chrome OS,user456,ATM withdrawal
2025-11-16 18:41:37,20570.46,Bruce Wayne,5500000000000004,Merchant E,5541,50005,EUR,Diners Club,07/32,760,200,TXN238019,0,20,ATM,1.1.1.1,BlackBerry,testuser,Online shopping
2025-04-28 04:17:08,5322.08,Alice Johnson,378282246310005,Home Depot,5812,30003,JPY,Amex,02/27,284,404,TXN522710,0,50,POS,1.2.4.8,Windows,user789,Regular purchase
2025-10-06 20:29:57,8919.16,Peter Parker,378734493671000,Lowes,5541,20002,AUD,Interac,09/34,929,400,TXN176224,1,7,EFT,10.0.0.1,Linux,user5678,ATM withdrawal
2025-01-22 01:26:49,35561.93,Bob Brown,6011111111111117,Merchant B,5411,20002,INR,Visa Electron,03/28,442,404,TXN632463,1,11,POS,1.2.4.8,Fire OS,user101,High-value transaction
2025-04-07 08:07:16,16751.6,Stephen Strange,3566002020360505,CVS,5411,10001,CNY,Diners Club,11/36,280,400,TXN843569,0,35,Mobile,192.168.1.1,iPad,user1112,In-store purchase
2025-07-22 12:47:26,25085.95,Jane Smith,5555555555554444,Merchant A,5977,50005,EUR,Diners Club,01/26,289,404,TXN877436,1,7,POS,210.2.4.8,iPhone,user456,In-store purchase
2025-03-04 20:38:39,5442.73,Jane Smith,5555555555554444,Walgreens,4111,70007,USD,Visa Electron,01/26,289,200,TXN223625,0,0,Mobile,8.8.4.4,MacOS,user456,Suspicious activity
2025-04-07 16:22:14,9381.19,Scott Lang,3566002020360508,Costco,4111,30003,CHF,UnionPay,02/39,214,202,TXN135978,0,50,EFT,210.2.4.8,Windows Phone,user1718,Suspicious activity
2025-01-14 19:43:04,45610.61,Scott Lang,3566002020360508,Merchant B,5813,15005,CNY,Interac,02/39,214,404,TXN965964,0,24,POS,1.1.1.1,iPad,user1718,Bill payment
2025-02-12 17:14:34,11007.72,Carol Danvers,3566002020360506,Kroger,5967,20002,INR,Diners Club,12/37,715,400,TXN378410,0,21,ATM,8.8.8.8,BlackBerry,user1314,Regular purchase
2025-07-11 05:29:09,34366.13,Scott Lang,3566002020360508,Kroger,5704,12002,GBP,UnionPay,02/39,214,200,TXN253221,0,14,Online,210.2.4.8,Windows,user1718,Routine transaction
2025-11-22 13:50:38,6887.0,Scott Lang,3566002020360508,Kroger,5599,20002,JPY,Interac,02/39,214,200,TXN685293,0,13,Online,210.2.4.8,Fire OS,user1718,ATM withdrawal
2025-11-30 08:50:44,25103.59,Alice Johnson,378282246310005,Merchant B,5411,30003,EUR,Amex,02/27,284,202,TXN490562,1,43,Mobile,8.8.8.8,Fire OS,user789,In-store purchase
2025-11-04 02:03:02,5505.12,Jane Smith,5555555555554444,Costco,5812,70007,JPY,Visa Electron,01/26,289,200,TXN937678,1,37,Online,208.67.220.220,Linux,user456,Subscription payment
2025-12-12 09:40:19,23929.6,Natasha Romanoff,6011000990139424,Costco,5814,100010,USD,JCB,10/35,921,200,TXN625986,0,0,Online,8.8.4.4,Chrome OS,user9101,Bill payment
2025-09-29 04:58:39,11971.01,Wanda Maximoff,3566002020360507,Amazon,5599,60006,CAD,Diners Club,01/38,724,200,TXN999650,0,5,Online,172.16.0.1,Fire OS,user1516,Routine transaction
2025-06-21 21:40:20,7303.6,Clark Kent,4222200027927082,Walgreens,5541,14004,AUD,Interac,06/31,927,400,TXN454170,0,22,ATM,10.0.0.1,Linux,guest,ATM withdrawal
